"id","data_format","access","cases","file_name","submitter_id","data_category","type","file_size","platform","created_datetime","updated_datetime","md5sum","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"be0ee9f7-56c3-4de6-9309-4ad86bc903ec","TXT","open","TCGA-A2-A1FW-01A-11D-A13K-05","jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-A2-A1FW-01A-11D-A13K-05.gdc_hg38.txt","5f5dee2f-c2f0-42b4-9c25-519e051a564c-beta-value","DNA Methylation","methylation_beta_value",141281648,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","879906c9724e44bd545f1f52355222cf","be0ee9f7-56c3-4de6-9309-4ad86bc903ec","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","71c4891b-8d13-471c-ac8d-402ee17b0730","released","5f5dee2f-c2f0-42b4-9c25-519e051a564c-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-A2-A1FW","TCGA.A2.A1FW.01A"
"2309e165-1c1a-4c20-86fe-f399a7989f78","TXT","open","TCGA-A2-A0YG-01A-21D-A10A-05","jhu-usc.edu_BRCA.HumanMethylation450.5.lvl-3.TCGA-A2-A0YG-01A-21D-A10A-05.gdc_hg38.txt","b4d404ce-d200-4a09-94b1-7e59833524dd-beta-value","DNA Methylation","methylation_beta_value",141268296,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","e7bf93d8231dd7fadfedfc38918be2de","2309e165-1c1a-4c20-86fe-f399a7989f78","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","8173d93e-3c48-4b92-93e5-280deda9383b","released","b4d404ce-d200-4a09-94b1-7e59833524dd-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-A2-A0YG","TCGA.A2.A0YG.01A"
"96813a45-f6a8-4e70-803d-fa42e65090b1","TXT","open","TCGA-C8-A1HJ-01A-11D-A13K-05","jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-C8-A1HJ-01A-11D-A13K-05.gdc_hg38.txt","13a2ea51-4d69-406f-846d-9a37e9584a86-beta-value","DNA Methylation","methylation_beta_value",141294735,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","174fd0b111832e803c830e18e3a32ba6","96813a45-f6a8-4e70-803d-fa42e65090b1","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","56b75e76-d614-47ec-bcce-e535d47b418f","released","13a2ea51-4d69-406f-846d-9a37e9584a86-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-C8-A1HJ","TCGA.C8.A1HJ.01A"
"5428c3c5-5467-465b-b8e1-14cc97aab972","TXT","open","TCGA-AR-A0TY-01A-12D-A112-05","jhu-usc.edu_BRCA.HumanMethylation27.3.lvl-3.TCGA-AR-A0TY-01A-12D-A112-05.gdc_hg38.txt","0f02bc4a-dcb0-4b7c-8553-2d0e2b7a00c9-beta-value","DNA Methylation","methylation_beta_value",9951781,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","d69ea205b1dc9ebd6b2f621a289765b0","5428c3c5-5467-465b-b8e1-14cc97aab972","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","d0a65c29-937d-414e-94d1-4e597a93f09a","released","0f02bc4a-dcb0-4b7c-8553-2d0e2b7a00c9-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-AR-A0TY","TCGA.AR.A0TY.01A"
"7d6c740d-a1ba-4105-be04-ff53f8074670","TXT","open","TCGA-A2-A0SY-01A-31D-A10P-05","jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-A2-A0SY-01A-31D-A10P-05.gdc_hg38.txt","850cd80a-e2e3-4328-a03f-842ce5b810be-beta-value","DNA Methylation","methylation_beta_value",141272751,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","3b6ab36bc32bb76ae24b6a837031171a","7d6c740d-a1ba-4105-be04-ff53f8074670","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","d48eca91-92a6-4069-99aa-bad01a0fb12a","released","850cd80a-e2e3-4328-a03f-842ce5b810be-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-A2-A0SY","TCGA.A2.A0SY.01A"
"ba020551-6652-41df-9d9d-7117fd543cc0","TXT","open","TCGA-A2-A0EY-01A-11D-A032-05","jhu-usc.edu_BRCA.HumanMethylation27.2.lvl-3.TCGA-A2-A0EY-01A-11D-A032-05.gdc_hg38.txt","64cfc4ab-3ba0-4ac4-bead-eb96df3b6f51-beta-value","DNA Methylation","methylation_beta_value",9951025,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","51822a947d175eb7e1c741b751b0914c","ba020551-6652-41df-9d9d-7117fd543cc0","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","c11aca98-463c-4f23-8994-92e042fe15dc","released","64cfc4ab-3ba0-4ac4-bead-eb96df3b6f51-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-A2-A0EY","TCGA.A2.A0EY.01A"
"09d48850-ca9f-4bf0-bd0a-33a737a0b0e2","TXT","open","TCGA-E9-A1NH-01A-11D-A14H-05","jhu-usc.edu_BRCA.HumanMethylation450.12.lvl-3.TCGA-E9-A1NH-01A-11D-A14H-05.gdc_hg38.txt","19a856b4-3bc6-4589-aa7c-dda0f8d07d8a-beta-value","DNA Methylation","methylation_beta_value",141281005,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","89f2e7583c76ce247f6b6f8c5425a264","09d48850-ca9f-4bf0-bd0a-33a737a0b0e2","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","0b16171d-dca0-48af-b181-488f339cc38d","released","19a856b4-3bc6-4589-aa7c-dda0f8d07d8a-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-E9-A1NH","TCGA.E9.A1NH.01A"
"8ba4ef5a-f39b-4cee-a6bb-d475fffb2777","TXT","open","TCGA-A7-A26E-01A-11D-A27B-05","jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26E-01A-11D-A27B-05.gdc_hg38.txt","d2794857-cb1c-41d8-afb1-be2b4dbbfbbc-beta-value","DNA Methylation","methylation_beta_value",141275696,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","ca252419e5f2a989f22be5aada5ab92c","8ba4ef5a-f39b-4cee-a6bb-d475fffb2777","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","6fd90452-b362-4549-b89d-9e384169f3c4","released","d2794857-cb1c-41d8-afb1-be2b4dbbfbbc-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-A7-A26E","TCGA.A7.A26E.01A"
"fd13038a-55c8-4575-bb91-14eb65f4e57d","TXT","open","TCGA-AO-A1KT-01A-11D-A13K-05","jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-AO-A1KT-01A-11D-A13K-05.gdc_hg38.txt","6f8727fb-83e2-430d-a728-a3ef3806ba8a-beta-value","DNA Methylation","methylation_beta_value",141281324,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","013fa6c6bc63e85c0a8baeb76d70441f","fd13038a-55c8-4575-bb91-14eb65f4e57d","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","f9ab6fcb-f4b6-4d02-9306-f951013f9729","released","6f8727fb-83e2-430d-a728-a3ef3806ba8a-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-AO-A1KT","TCGA.AO.A1KT.01A"
"172a5999-bf63-4440-8d94-5c78f869f528","TXT","open","TCGA-AO-A0JC-01A-11D-A10P-05","jhu-usc.edu_BRCA.HumanMethylation450.3.lvl-3.TCGA-AO-A0JC-01A-11D-A10P-05.gdc_hg38.txt","b12d69bd-62e6-4398-90e2-55594c2e48e5-beta-value","DNA Methylation","methylation_beta_value",141278846,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","21460d620d058d4751ab5e4470b69eb2","172a5999-bf63-4440-8d94-5c78f869f528","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","89cd68f5-459d-4794-9fb8-0a9be5d9837e","released","b12d69bd-62e6-4398-90e2-55594c2e48e5-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-AO-A0JC","TCGA.AO.A0JC.01A"
"8c3ec474-7d86-48a3-a813-66e8e8ffba0f","TXT","open","TCGA-BH-A0BJ-01A-11D-A10P-05","jhu-usc.edu_BRCA.HumanMethylation450.3.lvl-3.TCGA-BH-A0BJ-01A-11D-A10P-05.gdc_hg38.txt","8e34a6e8-d764-4b2e-b7ec-4418315d7943-beta-value","DNA Methylation","methylation_beta_value",141274789,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","cc2baf9f85c2c8e1ddc8128ac5da9338","8c3ec474-7d86-48a3-a813-66e8e8ffba0f","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","84de2d76-2374-4a43-9d1c-85f267e9bcce","released","8e34a6e8-d764-4b2e-b7ec-4418315d7943-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-BH-A0BJ","TCGA.BH.A0BJ.01A"
"b40b942e-4072-4434-8805-bf60d7bc9cea","TXT","open","TCGA-AO-A12B-01A-11D-A10N-05","jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-AO-A12B-01A-11D-A10N-05.gdc_hg38.txt","a2501c8b-ca61-47a0-813b-f1e99f18490b-beta-value","DNA Methylation","methylation_beta_value",141288823,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","a0a73198eabf786a2559aa3e9162f258","b40b942e-4072-4434-8805-bf60d7bc9cea","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","7c092ad5-7c9d-45fd-a58f-3e62f2a94150","released","a2501c8b-ca61-47a0-813b-f1e99f18490b-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-AO-A12B","TCGA.AO.A12B.01A"
"58c572aa-ef9f-4255-a3c3-4e3d5a0c106d","TXT","open","TCGA-D8-A141-01A-11D-A112-05","jhu-usc.edu_BRCA.HumanMethylation27.3.lvl-3.TCGA-D8-A141-01A-11D-A112-05.gdc_hg38.txt","e9294513-a4bc-4b2a-a57b-6d9f20b1a26c-beta-value","DNA Methylation","methylation_beta_value",9950737,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","0195bda738d5baa49e0b23aa189ed267","58c572aa-ef9f-4255-a3c3-4e3d5a0c106d","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","48c57ffb-5f42-4b99-83fd-fa62b547a32a","released","e9294513-a4bc-4b2a-a57b-6d9f20b1a26c-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-D8-A141","TCGA.D8.A141.01A"
"f315cb9e-e19d-4f92-ab65-7f4eeac662db","TXT","open","TCGA-AO-A0J3-01A-11D-A032-05","jhu-usc.edu_BRCA.HumanMethylation27.2.lvl-3.TCGA-AO-A0J3-01A-11D-A032-05.gdc_hg38.txt","c02e84fa-4f74-49ae-89e2-9977cd979a63-beta-value","DNA Methylation","methylation_beta_value",9950517,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","96ebd3b92926bdb268b36e6acc6c328f","f315cb9e-e19d-4f92-ab65-7f4eeac662db","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","44c196af-f7bb-48ac-9699-128c7aa0eab7","released","c02e84fa-4f74-49ae-89e2-9977cd979a63-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-AO-A0J3","TCGA.AO.A0J3.01A"
"1307be45-5dd7-4318-96ec-dd1dfc9d9a02","TXT","open","TCGA-E2-A15A-01A-11D-A12E-05","jhu-usc.edu_BRCA.HumanMethylation27.4.lvl-3.TCGA-E2-A15A-01A-11D-A12E-05.gdc_hg38.txt","77c660a2-2744-4b09-81c3-9cebb7d07f3f-beta-value","DNA Methylation","methylation_beta_value",9949948,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","bb1086d30b5727611c26e232cc5994e6","1307be45-5dd7-4318-96ec-dd1dfc9d9a02","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","e76f5e4e-7269-46be-9cc4-b5789c337e12","released","77c660a2-2744-4b09-81c3-9cebb7d07f3f-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-E2-A15A","TCGA.E2.A15A.01A"
"002c4945-7a88-4471-a789-77d6aa384c40","TXT","open","TCGA-D8-A1X7-01A-11D-A14N-05","jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-D8-A1X7-01A-11D-A14N-05.gdc_hg38.txt","6eb0b8dc-fefe-45ad-b0c3-93a4bd277be6-beta-value","DNA Methylation","methylation_beta_value",141293578,"Illumina Human Methylation 450","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","e0d827c6901d9f5dbb8edd232990f11c","002c4945-7a88-4471-a789-77d6aa384c40","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","8e0e68ce-91bb-4f77-9198-aed59202eb19","released","6eb0b8dc-fefe-45ad-b0c3-93a4bd277be6-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-D8-A1X7","TCGA.D8.A1X7.01A"
"9eb92334-5651-49c6-9f47-4bb3464c8c5f","TXT","open","TCGA-A8-A09E-01A-11D-A00Y-05","jhu-usc.edu_BRCA.HumanMethylation27.1.lvl-3.TCGA-A8-A09E-01A-11D-A00Y-05.gdc_hg38.txt","e4664177-700d-49db-93cd-fd05430f42c5-beta-value","DNA Methylation","methylation_beta_value",9950832,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","7a7a17bd945c4f0b54801e513f7d6e7b","9eb92334-5651-49c6-9f47-4bb3464c8c5f","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","9c24653f-4c41-4024-938c-c6696e0ea49e","released","e4664177-700d-49db-93cd-fd05430f42c5-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-A8-A09E","TCGA.A8.A09E.01A"
"2c72f906-b741-444c-97ef-c7bbad5de843","TXT","open","TCGA-C8-A12U-01A-11D-A112-05","jhu-usc.edu_BRCA.HumanMethylation27.3.lvl-3.TCGA-C8-A12U-01A-11D-A112-05.gdc_hg38.txt","a4f4046b-a5d0-4b5d-824e-a1295bb5a4ad-beta-value","DNA Methylation","methylation_beta_value",9950380,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","88c83b86d4eed658740d07b56efe2f1a","2c72f906-b741-444c-97ef-c7bbad5de843","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","c852d016-5be9-47c4-97e8-6645b6ffb498","released","a4f4046b-a5d0-4b5d-824e-a1295bb5a4ad-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-C8-A12U","TCGA.C8.A12U.01A"
"9d48b591-ac24-4d4d-9655-b03967987999","TXT","open","TCGA-E2-A14T-01A-11D-A112-05","jhu-usc.edu_BRCA.HumanMethylation27.3.lvl-3.TCGA-E2-A14T-01A-11D-A112-05.gdc_hg38.txt","f3f2f893-2394-412f-9fcf-72a2d76869fe-beta-value","DNA Methylation","methylation_beta_value",9951214,"Illumina Human Methylation 27","2016-10-27T21:58:12.297090-05:00","2018-09-06T13:49:20.245333-05:00","a0e57412ba41519f25a8002192978da7","9d48b591-ac24-4d4d-9655-b03967987999","Methylation Beta Value","released","Methylation Array","1","12.0 - 30.0","TCGA-BRCA","96d1d837-8e94-42ea-bbcd-d6b8a4d67767","released","f3f2f893-2394-412f-9fcf-72a2d76869fe-workflow","https://github.com/NCI-GDC/met-liftover-tool","Liftover","Primary Tumor",FALSE,"TCGA-E2-A14T","TCGA.E2.A14T.01A"
